cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,le,le_mu,le_lambda,le_rot,lj,lj_eps,nj,nj_eps,nj_gamma,im,imsteps,maxsv,nbch,uselie
0117,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00070,0.01,0,0.1,0.5,SS,64,0,0,false
0118,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00090,0.01,0,0.1,0.5,SS,64,0,0,false
0119,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00100,0.01,0,0.1,0.5,SS,64,0,0,false
0120,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00300,0.01,0,0.1,0.5,SS,64,0,0,false
0121,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00500,0.01,0,0.1,0.5,SS,64,0,0,false
0122,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00700,0.01,0,0.1,0.5,SS,64,0,0,false
0123,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00900,0.01,0,0.1,0.5,SS,64,0,0,false
0124,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00001,0.01,0,0.1,0.5,SS,64,0,2,false
0125,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00050,0.01,0,0.1,0.5,SS,64,0,2,false
0126,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00070,0.01,0,0.1,0.5,SS,64,0,2,false
0127,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00090,0.01,0,0.1,0.5,SS,64,0,2,false
0128,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00100,0.01,0,0.1,0.5,SS,64,0,2,false
0129,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00300,0.01,0,0.1,0.5,SS,64,0,2,false
0130,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00500,0.01,0,0.1,0.5,SS,64,0,2,false
0131,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00700,0.01,0,0.1,0.5,SS,64,0,2,false
0132,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00900,0.01,0,0.1,0.5,SS,64,0,2,false
0133,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00001,0.01,0,0.1,0.5,SS,64,0,2,false
0134,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00050,0.01,0,0.1,0.5,SS,64,0,2,false
0135,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00070,0.01,0,0.1,0.5,SS,64,0,2,false
0136,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00090,0.01,0,0.1,0.5,SS,64,0,2,false
0137,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00100,0.01,0,0.1,0.5,SS,64,0,2,false
0138,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00300,0.01,0,0.1,0.5,SS,64,0,2,false
0139,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00500,0.01,0,0.1,0.5,SS,64,0,2,false
0140,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00700,0.01,0,0.1,0.5,SS,64,0,2,false
0141,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00900,0.01,0,0.1,0.5,SS,64,0,2,false
0142,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00001,0.01,0,0.1,0.5,SS,64,0,2,false
0143,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00050,0.01,0,0.1,0.5,SS,64,0,2,false
0144,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00070,0.01,0,0.1,0.5,SS,64,0,2,false
0145,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00090,0.01,0,0.1,0.5,SS,64,0,2,false
0146,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00100,0.01,0,0.1,0.5,SS,64,0,2,false
0147,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00300,0.01,0,0.1,0.5,SS,64,0,2,false
0148,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00500,0.01,0,0.1,0.5,SS,64,0,2,false
0149,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00700,0.01,0,0.1,0.5,SS,64,0,2,false
0150,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0.00900,0.01,0,0.1,0.5,SS,64,0,2,false
0151,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00010,0.1,0.5,SS,64,0,0,false
0152,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00050,0.1,0.5,SS,64,0,0,false
0153,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00100,0.1,0.5,SS,64,0,0,false
0154,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00300,0.1,0.5,SS,64,0,0,false
0155,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00500,0.1,0.5,SS,64,0,0,false
0156,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00700,0.1,0.5,SS,64,0,0,false
0157,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00900,0.1,0.5,SS,64,0,0,false
0158,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.02000,0.1,0.5,SS,64,0,0,false
0159,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00010,0.1,0.5,SS,64,0,0,false
0160,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00050,0.1,0.5,SS,64,0,0,false
0161,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00100,0.1,0.5,SS,64,0,0,false
0162,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00300,0.1,0.5,SS,64,0,0,false
0163,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00500,0.1,0.5,SS,64,0,0,false
0164,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00700,0.1,0.5,SS,64,0,0,false
0165,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00900,0.1,0.5,SS,64,0,0,false
0166,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.02000,0.1,0.5,SS,64,0,0,false
0167,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00010,0.1,0.5,SS,64,0,0,false
0168,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00050,0.1,0.5,SS,64,0,0,false
0169,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00100,0.1,0.5,SS,64,0,0,false
0170,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00300,0.1,0.5,SS,64,0,0,false
0171,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00500,0.1,0.5,SS,64,0,0,false
0172,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00700,0.1,0.5,SS,64,0,0,false
0173,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00900,0.1,0.5,SS,64,0,0,false
0174,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.02000,0.1,0.5,SS,64,0,0,false
0175,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00010,0.1,0.5,SS,64,0,2,false
0176,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00050,0.1,0.5,SS,64,0,2,false
0177,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00100,0.1,0.5,SS,64,0,2,false
0178,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00300,0.1,0.5,SS,64,0,2,false
0179,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00500,0.1,0.5,SS,64,0,2,false
0180,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00700,0.1,0.5,SS,64,0,2,false
0181,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00900,0.1,0.5,SS,64,0,2,false
0182,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.02000,0.1,0.5,SS,64,0,2,false
0183,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00010,0.1,0.5,SS,64,0,2,false
0184,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00050,0.1,0.5,SS,64,0,2,false
0185,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00100,0.1,0.5,SS,64,0,2,false
0186,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00300,0.1,0.5,SS,64,0,2,false
0187,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00500,0.1,0.5,SS,64,0,2,false
0188,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00700,0.1,0.5,SS,64,0,2,false
0189,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00900,0.1,0.5,SS,64,0,2,false
0190,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.02000,0.1,0.5,SS,64,0,2,false
0191,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00010,0.1,0.5,SS,64,0,2,false
0192,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00050,0.1,0.5,SS,64,0,2,false
0193,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00100,0.1,0.5,SS,64,0,2,false
0194,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00300,0.1,0.5,SS,64,0,2,false
0195,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00500,0.1,0.5,SS,64,0,2,false
0196,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00700,0.1,0.5,SS,64,0,2,false
0197,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.00900,0.1,0.5,SS,64,0,2,false
0198,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0,0,1,1.5,true,0,0.01,0.02000,0.1,0.5,SS,64,0,2,false
0199,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.00100,1,1.5,true,0.00000,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0200,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.00100,1,1.5,true,0.00000,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0201,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.00100,1,1.5,true,0.00000,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0202,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.00500,1,1.5,true,0.00000,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0203,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.00500,1,1.5,true,0.00000,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0204,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.00500,1,1.5,true,0.00000,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0205,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.01000,1,1.5,true,0.00000,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0206,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.01000,1,1.5,true,0.00000,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0207,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.01000,1,1.5,true,0.00000,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0208,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.00100,1,1.5,true,0.00001,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0209,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.00100,1,1.5,true,0.00001,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0210,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.00100,1,1.5,true,0.00001,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0211,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.00500,1,1.5,true,0.00001,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0212,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.00500,1,1.5,true,0.00001,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0213,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.00500,1,1.5,true,0.00001,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0214,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.01000,1,1.5,true,0.00001,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0215,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.01000,1,1.5,true,0.00001,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0216,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.01000,1,1.5,true,0.00001,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0217,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.00100,1,1.5,true,0.00010,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0218,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.00100,1,1.5,true,0.00010,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0219,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.00100,1,1.5,true,0.00010,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0220,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.00500,1,1.5,true,0.00010,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0221,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.00500,1,1.5,true,0.00010,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0222,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.00500,1,1.5,true,0.00010,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0223,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.01000,1,1.5,true,0.00010,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0224,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.01000,1,1.5,true,0.00010,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0225,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.01000,1,1.5,true,0.00010,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0226,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.00100,1,1.5,true,0.00100,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0227,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.00100,1,1.5,true,0.00100,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0228,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.00100,1,1.5,true,0.00100,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0229,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.00500,1,1.5,true,0.00100,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0230,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00050,0.00500,1,1.5,true,0.00100,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0231,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00100,0.00500,1,1.5,true,0.00100,0.01,0.00000,0.1,0.5,SS,64,0,2,false
0232,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0,NMI,64,false,5,2.5,0.00010,0.01000,1,1.5,true,0.00100,0.01,0.00000,0.1,0.5,SS,64,0,2,false
